PIN;PIN10;Realid;Owner;Owner2;OwnerAdd1;OwnerAdd2;OwnerAdd3;Location;CalcAcreage;DeedAcres;StreetNumber;StreetMisc;StreetPrefix;StreetName;StreetType;StreetSuffix;LandClass;Lclass;TotalStructures;TotalUnits;PropertyDesc;LotNum;BldgValue;LandValue;LandSaleValue;LandSaleDate;TotalSaleValue;TotalSaleDate;DeedBook;DeedPage;WC_City;Cary_City;WC_Etj;Topography;Township;Ownership;Activity;Function;Structure;Site;WC_Zoning;BillingClass;APAOwnershipDesc;APAActivityDesc;APAFunctionDesc;APAStructureDesc;APASiteDesc;County;TotalBldgSqFt;Typeanduse;Typedecode;PhyCity;PhyZip;Utilities;OwnerWholeName;Real Estate Info;Deed Info;Year Built;Shape.STArea();Shape.STLength();geo_shape;geo_point_2d
075504848591;0755848591;0269852;JOHN DEERE COMMERCIAL & CONSUMER;EQUIPMENT DIVISION OF DEERE & CO;10789 S RIDGEVIEW RD;OLATHE KS 66061-6448;;2000 EVANS RD;70.53187756;70.63;2000;;;EVANS;RD;;Commercial;C;1;0;TR1 PAGE PLAZA BM2001 -951;;20947052.0;6139431.0;6764500.0;2000-07-20T22:00:00-04:00;0.0;;008686;01944;CAR;;CA;;Ca;1020.0;2300.0;2421.0;2100.0;6200.0;ORDP;;Corporation;Office Activities;Office And Administrative Services;Office Or Bank Building;Commercial Property;Wake;166132.0;34;OFC GROSS;CARY;27513;ALL;JOHN DEERE COMMERCIAL & CONSUMER EQUIPMENT DIVISION OF DEERE & CO;http://services.wakegov.com/realestate/Account.asp?id=0269852;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=008686-01944;;3072368.7454833984;7461.081099667003;"{""type"": ""Polygon"", ""coordinates"": [[[-78.80267682509808, 35.82527281371874], [-78.80255792423235, 35.8250679043839], [-78.80246761722657, 35.82499682054861], [-78.8019442718847, 35.82458485759151], [-78.8011864787335, 35.824377185557516], [-78.80076184134091, 35.82436111278507], [-78.80040620390344, 35.8244116337947], [-78.79964225654815, 35.82481073957], [-78.79943847627338, 35.82481414767699], [-78.7985338110071, 35.824873914836594], [-78.79779490919405, 35.824879099813245], [-78.79760171897561, 35.82493382443314], [-78.79749853065525, 35.82496305450155], [-78.79752821391274, 35.824299117680376], [-78.79756086166289, 35.82280288704116], [-78.79758472263615, 35.8216883970593], [-78.79759282577713, 35.82131003179289], [-78.7976032024517, 35.820825376922244], [-78.79761200489158, 35.82082498864256], [-78.79789787868073, 35.82081243691638], [-78.7986648094124, 35.82047193858438], [-78.79903571932203, 35.820513167479284], [-78.79984631297918, 35.82000189222489], [-78.80078656511976, 35.820291208549435], [-78.80132333846989, 35.82020823002511], [-78.8027670194541, 35.82067859651054], [-78.80332510440186, 35.82070538098488], [-78.8033444466436, 35.82076832254696], [-78.80347440402106, 35.82133265941672], [-78.80357497869812, 35.82163209923313], [-78.80361404611578, 35.82162346882824], [-78.80369705739155, 35.8218727048173], [-78.8037578580072, 35.82205568224885], [-78.80434708967007, 35.823694137072685], [-78.80455225806628, 35.82431058264797], [-78.8048073554923, 35.825077049670185], [-78.8048095662589, 35.825083677098085], [-78.80481089914122, 35.82508765230314], [-78.80481224198861, 35.82509162572153], [-78.80481358815638, 35.8250955991452], [-78.8048149442915, 35.82509956988083], [-78.80481676096481, 35.82510486090362], [-78.80481859092575, 35.8251101492437], [-78.80482043085196, 35.825115435797045], [-78.80482228738816, 35.8251207187716], [-78.80482415168491, 35.82512599635059], [-78.80482603258079, 35.82513127485741], [-78.80482792234388, 35.82513654797036], [-78.80482982539029, 35.82514182020329], [-78.80483174061756, 35.82514708975166], [-78.80483366913256, 35.82515235661728], [-78.80483512272579, 35.82515630136999], [-78.80483658406204, 35.825160247937745], [-78.8048385402679, 35.82516550583431], [-78.8048405119771, 35.82517076015021], [-78.80484249254482, 35.825176012677694], [-78.80484398932138, 35.82517994938745], [-78.80484549163617, 35.82518388430335], [-78.80484750431958, 35.82518912877013], [-78.80484953029284, 35.8251943696528], [-78.80485156512901, 35.825199606944295], [-78.804853615462, 35.82520484335924], [-78.80485567909133, 35.82521007348608], [-78.80485775268596, 35.825215301826205], [-78.80485983845941, 35.82522052838309], [-78.80488493656372, 35.825264827556104], [-78.80484022372109, 35.82526449729453], [-78.80267682509808, 35.82527281371874]]]}";35.8227462528,-78.8008735053
079606480222;0796480222;0269881;TDC VENTURES LLC;;DOROTHY CLOUGHERTY;2002 LANGHAM LN;RALEIGH NC 27615-5678;2225 W MILLBROOK RD;0.7879152999999991;0.7199999999999991;2225;;W;MILLBROOK;RD;;Commercial;C;1;1;LO1 NO RAL CH OF THE NAZARENE BM1996 -1119;1;83002.0;225814.0;0.0;;184000.0;2003-08-12T22:00:00-04:00;011435;01950;RAL;;RA;;Ho;1020.0;1400.0;1110.0;1110.0;6200.0;NX-3;;Corporation;Household With Business Use;Residence With Business Use;Detached Units;Commercial Property;Wake;1908.0;06;RES/BUS;RALEIGH;27612;WGE;TDC VENTURES LLC;http://services.wakegov.com/realestate/Account.asp?id=0269881;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=011435-01950;;34321.62976074219;829.1826857858108;"{""type"": ""Polygon"", ""coordinates"": [[[-78.68221233362445, 35.86051067886083], [-78.68226174378064, 35.8604732458474], [-78.68300550254793, 35.85990977837135], [-78.682985979877, 35.860438161107346], [-78.68275920267922, 35.860744088097356], [-78.68239386811712, 35.8606054987404], [-78.68237092501914, 35.86059679529131], [-78.68237474580006, 35.86059095114602], [-78.68221233362445, 35.86051067886083]]]}";35.8603871325,-78.6827024675
075420902000;0754902000;0013068;TAHSSILI REAL ESTATE VENTURES LLC;;712 W JOHNSON ST;RALEIGH NC 27603-1191;;201 HIGH HOUSE RD;0.9490608999999991;0.9499999999999991;201;;;HIGH HOUSE;RD;;Commercial;C;1;0;LT1 KIDDIEKORNER CHILD DEVCEN INC88-1004;1;695280.0;253258.0;0.0;;1100000.0;2014-05-15T22:00:00-04:00;016618;00962;CAR;;CA;;Ca;1020.0;4140.0;6562.0;4200.0;6200.0;GCCU;;Corporation;Child Day Care Activities;Child Day Care;School Or University Buildings;Commercial Property;Wake;5952.0;16;DAY CARE;CARY;27513;ALL;TAHSSILI REAL ESTATE VENTURES LLC;http://services.wakegov.com/realestate/Account.asp?id=0013068;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=016618-00962;;41340.43225097656;830.4976052810395;"{""type"": ""Polygon"", ""coordinates"": [[[-78.79966812175748, 35.78311509363258], [-78.79976834854655, 35.78292825823415], [-78.8003513549956, 35.78294297586452], [-78.80059207158268, 35.78294958938093], [-78.80055923784327, 35.78336926746411], [-78.80012105943194, 35.783360379572564], [-78.79970613193056, 35.783352313403675], [-78.79968892370387, 35.78335077175384], [-78.79967229102509, 35.78334686051188], [-78.79965671921542, 35.78334069674957], [-78.79964266578943, 35.783332458784535], [-78.7996305427499, 35.78332238885519], [-78.79962070444884, 35.783310781383264], [-78.79961343875142, 35.78329797755107], [-78.79960896043264, 35.78328435177025], [-78.79960739792583, 35.78327030264665], [-78.79960879887805, 35.78325624307464], [-78.79961312134373, 35.7832425830968], [-78.79966812175748, 35.78311509363258]]]}";35.7831536987,-78.8001210751
074219500341;0742500341;0013198;DUE, DEBORAH LYNN;SILVERBERG, LAWRENCE MICHAEL;1005 CALLOWHILL CT;APEX NC 27539-6215;;314 E CHATHAM ST;1.01009645;1.01;314;;E;CHATHAM;ST;;Commercial;C;1;0;LO#10-13 BL2;#10-13;16842.0;151474.0;535000.0;2019-09-04T22:00:00-04:00;250000.0;2016-12-15T20:00:00-05:00;017565;00483;APE;;AP;;Wh;1010.0;3120.0;3600.0;2732.0;6200.0;HD SF;;Individual Ownership;Primarily Goods Storage Or Handling Activities;Warehouse And Storage Services;Prefabricated Warehouse;Commercial Property;Wake;2400.0;82;PREFAB;APEX;27502;ALL;DEBORAH LYNN DUE &  LAWRENCE MICHAEL SILVERBERG;http://services.wakegov.com/realestate/Account.asp?id=0013198;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=017565-00483;;43999.77722167969;839.2158749518942;"{""type"": ""Polygon"", ""coordinates"": [[[-78.84795785542177, 35.729210617540154], [-78.84827114381143, 35.72869331078821], [-78.848593272197, 35.728822187097414], [-78.84890747344387, 35.728946935300385], [-78.84859053302978, 35.729462759972684], [-78.84795785542177, 35.729210617540154]]]}";35.7290782537,-78.8484318409
076214324974;0762324974;0013339;LUCKY CRESCENT PARTNERS LLC;;5400 TRINITY RD STE 309;RALEIGH NC 27607-6001;;7317 TRYON RD;1.234941969999999;1.26;7317;;;TRYON;RD;;Commercial;C;1;0;TRB CRESCENT BUTHE BM2001 -00823;;915731.0;889153.0;0.0;;1060000.0;2016-12-11T20:00:00-05:00;016634;01425;CAR;;CA;;Wh;1020.0;2320.0;2210.0;2100.0;6200.0;GCP;;Corporation;Office Activities With High Turnover Of Automobiles;Bank, Credit Union Or Savings Institution;Office Or Bank Building;Commercial Property;Wake;5042.0;11;BANK BLD;CARY;27518;ALL;LUCKY CRESCENT PARTNERS LLC;http://services.wakegov.com/realestate/Account.asp?id=0013339;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=016634-01425;;53794.052490234375;897.4918158724918;"{""type"": ""Polygon"", ""coordinates"": [[[-78.78573385204501, 35.73611880813759], [-78.78613786163274, 35.73588653619741], [-78.78664452299333, 35.73619365531138], [-78.78664055809229, 35.736379621135306], [-78.78619117270779, 35.73666350072518], [-78.78607146905507, 35.73671398555905], [-78.78601970988944, 35.736649667420124], [-78.78601460349945, 35.73664420342537], [-78.78601050243594, 35.73663984445991], [-78.78600741445871, 35.73663658242517], [-78.7860043176256, 35.736633324881524], [-78.78600121192939, 35.73663007453314], [-78.78599809737491, 35.73662682957723], [-78.78599497286145, 35.73662358820918], [-78.78599183948013, 35.73662035583904], [-78.78598764871865, 35.73661605440202], [-78.78598344024536, 35.73661176194729], [-78.78597921516574, 35.73660747847679], [-78.78597497568128, 35.73660320759985], [-78.78597178582189, 35.73660001208556], [-78.78596858710893, 35.736596820161076], [-78.78596430554167, 35.736592577151924], [-78.78596108578138, 35.73658940141466], [-78.7859578582731, 35.73658622926916], [-78.78595353794195, 35.73658201323213], [-78.7859492032179, 35.73657780528191], [-78.78594485298352, 35.73657360992326], [-78.78594048503494, 35.7365694244483], [-78.78593610268875, 35.73656524886272], [-78.7859317048322, 35.7365610858688], [-78.7859272925756, 35.73655693366572], [-78.78592286149693, 35.73655279224558], [-78.78591841933478, 35.73654866162217], [-78.78591395835056, 35.736544541781726], [-78.785910603467, 35.73654146134951], [-78.78590724083548, 35.73653838450896], [-78.78590274108731, 35.7365342916407], [-78.78589822914547, 35.736530211369896], [-78.78589479026925, 35.73652712087456], [-78.78562279431834, 35.736283172758625], [-78.78558639190297, 35.73624710930539], [-78.78573385204501, 35.73611880813759]]]}";35.7362875753,-78.7861447081
075419611362;0754611362;0270782;SHANGRILA LLC;;205 WILLESDEN DR;CARY NC 27513-5568;;100 MAYNARD CROSSING CT;1.89024496;1.889999999999999;100;;;MAYNARD CROSSING;CT;;Commercial;C;2;0;LO10 MAYNARD CROSSING PH3 BM1999 -00754;10;1681170.0;992876.0;875000.0;2000-11-30T20:00:00-05:00;0.0;;008746;01590;CAR;;CA;;Ca;1020.0;2200.0;2510.0;2220.0;6200.0;GCCU;;Corporation;Restaurant-Type;Full-Service Restaurant;Restaurant Building;Commercial Property;Wake;13678.0;39;RESTAURA;CARY;27513;ALL;SHANGRILA LLC;http://services.wakegov.com/realestate/Account.asp?id=0270782;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=008746-01590;;82339.09692382812;1153.2334900484116;"{""type"": ""Polygon"", ""coordinates"": [[[-78.81001382869775, 35.78705099873993], [-78.81003450480627, 35.786460000326194], [-78.81005809910664, 35.786460537357904], [-78.81005857051636, 35.78644680702713], [-78.81005908006738, 35.78644133035752], [-78.81005983190784, 35.78643725475332], [-78.81006127815644, 35.78643189131063], [-78.81006268680835, 35.78642793480631], [-78.81006441606428, 35.78642406262672], [-78.81006713919349, 35.786419038276975], [-78.81007034638736, 35.786414208470546], [-78.8100740187725, 35.78640960202106], [-78.81007704758657, 35.78640630422027], [-78.81008034038243, 35.786403178086104], [-78.81008383305925, 35.786400198281086], [-78.81008756310956, 35.78639741533886], [-78.81009282457575, 35.78639398401359], [-78.81009697287382, 35.78639162986113], [-78.81010130758146, 35.78638950584166], [-78.81010730141145, 35.78638699502759], [-78.81011194250014, 35.78638535911206], [-78.810116705777, 35.78638397936832], [-78.81012319279496, 35.786382488741545], [-78.81012980713227, 35.7863814246483], [-78.81013650230913, 35.786380795128174], [-78.81014414781703, 35.78638059702946], [-78.81047111312971, 35.78638694049946], [-78.81090700737343, 35.786424513399], [-78.81091542589698, 35.78642488700199], [-78.81092215758905, 35.78642519849795], [-78.81092889035574, 35.78642552351532], [-78.81093561976805, 35.786425863849956], [-78.81094235025921, 35.7864262159034], [-78.81094907739597, 35.786426583274086], [-78.8109558056117, 35.78642696236352], [-78.81096253158552, 35.78642735406793], [-78.81096757521152, 35.78642765843544], [-78.81097261882071, 35.78642797001347], [-78.8109776613069, 35.786428288800295], [-78.81098270267009, 35.786428614795916], [-78.81098942408872, 35.78642906237508], [-78.8109961443697, 35.78642952347223], [-78.81100118235119, 35.786429876502154], [-78.81100622031374, 35.78643023764391], [-78.81101125825744, 35.786430606897525], [-78.81101629507808, 35.78643098335997], [-78.81102300748957, 35.786431498524], [-78.81102971987367, 35.78643202540515], [-78.8110364311201, 35.786432565804304], [-78.81104314012055, 35.78643312062108], [-78.8110498557246, 35.786433689869234], [-78.81119087936231, 35.786439805085934], [-78.81116261957499, 35.78708487523016], [-78.81001382869775, 35.78705099873993]]]}";35.7867366464,-78.810598342
066704504321;0667504321;0162695;GOODWIN, CHARLES ROBERT;GOODWIN, BEVERLY PITTMAN;104 HILLSHIRE CT;FUQUAY VARINA NC 27526-8507;;1294 N MAIN ST;0.59306861;0.56;1294;;N;MAIN;ST;;Commercial;C;1;0;GR PT LT2 ACADEMY CTR ASSOC PROP;;270000.0;267846.0;123000.0;1987-05-07T22:00:00-04:00;400000.0;2007-07-11T22:00:00-04:00;012650;00513;FUQ;;FV;;Mi;1010.0;2100.0;2100.0;2200.0;6200.0;CC;;Individual Ownership;Shopping;Retail Sales Or Service;Store Or Shop Building;Commercial Property;Wake;4200.0;48;MULT TEN;FUQUAY VARINA;27526;ALL;CHARLES ROBERT GOODWIN &  BEVERLY PITTMAN GOODWIN;http://services.wakegov.com/realestate/Account.asp?id=0162695;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=012650-00513;;25834.078491210938;635.5569380680477;"{""type"": ""Polygon"", ""coordinates"": [[[-78.77972707631466, 35.591203583302686], [-78.78017096500074, 35.59120136192566], [-78.78017683925904, 35.59120174933464], [-78.78018254355219, 35.59120295760821], [-78.7801879091356, 35.59120495038549], [-78.78019277284344, 35.59120766878052], [-78.78019699143944, 35.59121102960579], [-78.78020043717622, 35.59121493527961], [-78.78020300884998, 35.59121926663457], [-78.78020462735465, 35.59122389462796], [-78.78020480203217, 35.591228663332224], [-78.7801977520276, 35.591658754680246], [-78.78011283618224, 35.59170772989211], [-78.77972378310088, 35.59171104109575], [-78.77972707631466, 35.591203583302686]]]}";35.5914534703,-78.77996119
078612767249;0786767249;0014450;KENNEDY, KENNETH D III;;3215 SUSSEX RD;RALEIGH NC 27607-6638;;6120 ST GILES ST;0.9734766799999991;0.9699999999999991;6120;;;ST GILES;ST;;Commercial;C;1;0;TR2 OAK PARK PROFESSIONAL COMPLEX 84-447;;1089771.0;319433.0;0.0;;1260000.0;1999-10-20T22:00:00-04:00;008442;01475;RAL;;RA;;Ho;1010.0;2300.0;2421.0;2100.0;6200.0;OX-3;;Individual Ownership;Office Activities;Office And Administrative Services;Office Or Bank Building;Commercial Property;Wake;17938.0;34;OFC GROSS;RALEIGH;27612;ALL;KENNETH D III KENNEDY;http://services.wakegov.com/realestate/Account.asp?id=0014450;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=008442-01475;;42404.639892578125;853.5055555160245;"{""type"": ""Polygon"", ""coordinates"": [[[-78.70329368148684, 35.85523498210828], [-78.70395468524586, 35.854680717335704], [-78.70433947346461, 35.85498548120569], [-78.70379241752198, 35.85547613895919], [-78.70361122391112, 35.855378285320185], [-78.70329368148684, 35.85523498210828]]]}";35.8550914966,-78.7038386314
078612857847;0786857847;0014452;CONNELL REALTY & MORTGAGE CO;;6001 GLENWOOD AVE;RALEIGH NC 27612-2601;;5236 HOLLYRIDGE DR;0.99898335;1.0;5236;;;HOLLYRIDGE;DR;;Commercial;C;1;0;CRABTREE CREEK LD;;373511.0;657112.0;0.0;;0.0;;001606;00303;RAL;;RA;;Ho;1020.0;2100.0;2100.0;2200.0;6200.0;CX-3;;Corporation;Shopping;Retail Sales Or Service;Store Or Shop Building;Commercial Property;Wake;9344.0;48;MULT TEN;RALEIGH;27612;ALL;CONNELL REALTY & MORTGAGE CO;http://services.wakegov.com/realestate/Account.asp?id=0014452;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=001606-00303;;43515.687255859375;825.0334234795483;"{""type"": ""Polygon"", ""coordinates"": [[[-78.70012939072316, 35.85414261334377], [-78.7001332811326, 35.85366254194055], [-78.70090474106014, 35.85367576901338], [-78.70090296360657, 35.85381381163053], [-78.70089859021508, 35.85385604241151], [-78.7008908686784, 35.85389053521387], [-78.70087893483202, 35.853924329971356], [-78.70086957955347, 35.8539440541559], [-78.70085896404842, 35.85396325969007], [-78.70084708389446, 35.8539819447599], [-78.70083394018135, 35.854000113874484], [-78.70081953419312, 35.85401742002627], [-78.70080386464795, 35.85403420932054], [-78.70045421571602, 35.85436456445115], [-78.70012939072316, 35.85414261334377]]]}";35.8539445868,-78.7004821679
170413035117;1704035117;0014397;COLUMBIA CAMERON VILLAGE LLC;;PROPERTY TAX DEPT;PO BOX 790830;SAN ANTONIO TX 78279-0830;2016 CAMERON ST;8.22749597;8.22;2016;;;CAMERON;ST;;Commercial;C;4;0;CAMERON VILLAGE BM1992 -00136;;18527208.0;12535786.0;0.0;;0.0;;011056;01785;RAL;;RA;;Ra;1020.0;2100.0;2100.0;2520.0;6200.0;CX-5;;Corporation;Shopping;Retail Sales Or Service;Community Center (General Merchandise With Two Or More Anchors);Commercial Property;Wake;146315.0;54;COMM S/C;RALEIGH;27605;ALL;COLUMBIA CAMERON VILLAGE LLC;http://services.wakegov.com/realestate/Account.asp?id=0014397;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=011056-01785;;358397.0090332031;2746.1645016803627;"{""type"": ""Polygon"", ""coordinates"": [[[-78.66127779714176, 35.79100302009495], [-78.66279416688906, 35.79097730334796], [-78.6627145893206, 35.79195634177299], [-78.66191551723918, 35.791965894217704], [-78.66170836779472, 35.7919701802057], [-78.66150137798265, 35.79197808338402], [-78.6612946440294, 35.7919896022183], [-78.66109113281227, 35.79199897094398], [-78.6602572476431, 35.79201842061013], [-78.66004612312231, 35.79202031944613], [-78.65983504723741, 35.79201617543242], [-78.65962428000435, 35.792005991098286], [-78.65941408138957, 35.79198978069189], [-78.65920471243862, 35.79196756477583], [-78.65925838555054, 35.79187746587214], [-78.6593048918969, 35.79178476094274], [-78.65934404074113, 35.791689825323346], [-78.6593756722649, 35.79159304885656], [-78.65939965872263, 35.79149482417766], [-78.65941590109989, 35.79139555211286], [-78.65942433355276, 35.791295638086595], [-78.65942492231267, 35.79119548941422], [-78.65941997006165, 35.79104691487354], [-78.6610755865852, 35.791008306606734], [-78.66127779714176, 35.79100302009495]]]}";35.7915030691,-78.6610606302
075604616106;0756616106;0163460;FRANK R ANDERSON REALTY & INVESTMEN;;PO BOX 90367;RALEIGH NC 27675-0367;;100 DOMINION DR;3.40029401;3.439999999999999;100;;;DOMINION;DR;;Commercial;C;2;0;LO1 COMMONWEALTH CENTRE BM1987 -01362;1;2723952.0;449538.0;0.0;;2900000.0;2005-04-27T22:00:00-04:00;011332;02146;MOR;;MO;;Ce;1020.0;3120.0;3600.0;2734.0;6200.0;IM;;Corporation;Primarily Goods Storage Or Handling Activities;Warehouse And Storage Services;Flex Warehouse;Commercial Property;Wake;50720.0;85;FLEX WHSE;MORRISVILLE;27560;;FRANK R ANDERSON REALTY & INVESTMEN;http://services.wakegov.com/realestate/Account.asp?id=0163460;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=011332-02146;;148116.84204101562;1588.472150019858;"{""type"": ""Polygon"", ""coordinates"": [[[-78.80872592937058, 35.84055384043922], [-78.80891267417336, 35.84044598935754], [-78.80895917428543, 35.84051517508305], [-78.80905778352444, 35.84046711667729], [-78.80921241164607, 35.840646291982715], [-78.80952407702362, 35.841007699427884], [-78.80964730344714, 35.84115504249718], [-78.8097899279963, 35.841304130022216], [-78.80992797202877, 35.84142797218252], [-78.80933246335185, 35.84178143766157], [-78.8088150661943, 35.84208406080761], [-78.8085364110744, 35.84148841628439], [-78.80851158255497, 35.8413726766852], [-78.80840792568173, 35.840892819598686], [-78.80864055485237, 35.84064761121807], [-78.80862376894153, 35.84061302348806], [-78.80864906549014, 35.84059836255075], [-78.80872592937058, 35.84055384043922]]]}";35.8412483984,-78.8090473277
075603418261;0756418261;0163464;AVIATION CENTRE III ASSOC LLC;LITTLE, MAYLON E;5000 HERMITAGE DR;RALEIGH NC 27612-2714;;400 DOMINION DR;5.04682251;5.099999999999999;400;;;DOMINION;DR;;Commercial;C;1;0;LOA AVIATION CENTRE BM2013 -00064;A;1377210.0;219332.0;0.0;;0.0;;014679;02745;MOR;;MO;;Ce;1020.0;3120.0;3600.0;2734.0;6200.0;IM;;Corporation;Primarily Goods Storage Or Handling Activities;Warehouse And Storage Services;Flex Warehouse;Commercial Property;Wake;18850.0;85;FLEX WHSE;MORRISVILLE;27560;ALL;AVIATION CENTRE III ASSOC LLC;http://services.wakegov.com/realestate/Account.asp?id=0163464;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=014679-02745;;219858.5;1973.0193633911656;"{""type"": ""Polygon"", ""coordinates"": [[[-78.81483046887514, 35.842096228546694], [-78.81425299968515, 35.84171068743728], [-78.8140169428567, 35.8419501516249], [-78.81396526638915, 35.84195334189547], [-78.81392958630964, 35.84190962088417], [-78.8138372166153, 35.841810826990475], [-78.81382983908748, 35.84180102281295], [-78.81382457454666, 35.841790354785395], [-78.81382156842695, 35.84177912056796], [-78.81382090634426, 35.84176763575583], [-78.8138226074818, 35.84175622215194], [-78.81382662239722, 35.841745198750175], [-78.81383283967867, 35.84173487543659], [-78.81385671985811, 35.84169664247514], [-78.81387410619024, 35.841656152588], [-78.81387898429719, 35.84165724883741], [-78.81389016225306, 35.8416126367166], [-78.81389355348752, 35.841567188895745], [-78.81388909174271, 35.84152180299552], [-78.81387686352998, 35.84147737326317], [-78.81385711148107, 35.84143477705757], [-78.81383022443157, 35.84139485410395], [-78.81379673302345, 35.84135839296768], [-78.81475117711082, 35.84068786998346], [-78.81569405435692, 35.84068486806501], [-78.81566956553426, 35.84142397752696], [-78.81565591949325, 35.84201002371996], [-78.81483046887514, 35.842096228546694]]]}";35.8413871063,-78.8148866562
