PIN;PIN10;Realid;Owner;Owner2;OwnerAdd1;OwnerAdd2;OwnerAdd3;Location;CalcAcreage;DeedAcres;StreetNumber;StreetMisc;StreetPrefix;StreetName;StreetType;StreetSuffix;LandClass;Lclass;TotalStructures;TotalUnits;PropertyDesc;LotNum;BldgValue;LandValue;LandSaleValue;LandSaleDate;TotalSaleValue;TotalSaleDate;DeedBook;DeedPage;WC_City;Cary_City;WC_Etj;Topography;Township;Ownership;Activity;Function;Structure;Site;WC_Zoning;BillingClass;APAOwnershipDesc;APAActivityDesc;APAFunctionDesc;APAStructureDesc;APASiteDesc;County;TotalBldgSqFt;Typeanduse;Typedecode;PhyCity;PhyZip;Utilities;OwnerWholeName;Real Estate Info;Deed Info;Year Built;Shape.STArea();Shape.STLength();geo_shape;geo_point_2d
074220801598;0742801598;0010781;SCOTT REALTY LLC;;817 CENTER ST;APEX NC 27502-1713;;811 CENTER ST;1.013746969999999;1.0;811;;;CENTER;ST;;Commercial;C;1;0;LO1 NEAR APEX;1;279255.0;152896.0;0.0;;66000.0;1996-06-02T22:00:00-04:00;017141;01464;APE;;AP;;Wh;1010.0;3120.0;3600.0;2732.0;6200.0;LI;;Individual Ownership;Primarily Goods Storage Or Handling Activities;Warehouse And Storage Services;Prefabricated Warehouse;Commercial Property;Wake;3984.0;82;PREFAB;APEX;27502;ALL;SCOTT REALTY LLC;http://services.wakegov.com/realestate/Account.asp?id=0010781;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=017141-01464;;44158.8388671875;1051.316671158947;"{""type"": ""Polygon"", ""coordinates"": [[[-78.83745904441903, 35.730382906217436], [-78.83743655283223, 35.72922763725371], [-78.83779068803922, 35.729232556008114], [-78.83779147317532, 35.72927378884333], [-78.8378126722215, 35.73038814330311], [-78.83745904441903, 35.730382906217436]]]}";35.7298076709,-78.8376247452
077319503054;0773503054;0267702;KIR CARY OUTPARCEL LP;;ATTN: PROPERTY TAX DEPARTMENT;3333 NEW HYDE PARK RD STE 100;NEW HYDE PARK NY 11042-1205;5731 DILLARD DR;1.714361019999999;1.71;5731;;;DILLARD;DR;;Commercial;C;1;0;OUTPRCL 8 CENTRUM @ CROSSROADS BM1999 -1885;;123421.0;1004867.0;707500.0;2003-05-01T22:00:00-04:00;0.0;;010098;01522;CAR;;CA;;Sw;1020.0;2110.0;2116.0;2270.0;6200.0;GCCU;;Corporation;Goods-Oriented Shopping;Gasoline Service;Gasoline Station;Commercial Property;Wake;209.0;27;GAS ONLY;CARY;27518;ALL;KIR CARY OUTPARCEL LP;http://services.wakegov.com/realestate/Account.asp?id=0267702;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=010098-01522;;74677.52001953125;1106.0934990930919;"{""type"": ""Polygon"", ""coordinates"": [[[-78.74652309512895, 35.75534017946855], [-78.74650339085535, 35.75597947586196], [-78.74543462366395, 35.755975844058334], [-78.74544340179261, 35.75532792786927], [-78.74652309512895, 35.75534017946855]]]}";35.7556552931,-78.7459749526
076419515759;0764515759;0010938;LADD FAMILY PROPERTIES LLC;;PO BOX 760;CARY NC 27512-0760;;160 E CEDAR ST;0.29502548;0.28;160;;E;CEDAR;ST;;Commercial;C;1;0;160-170 E CEDAR ST;;286000.0;92209.0;0.0;;0.0;;015849;01958;CAR;;CA;;Ca;1020.0;2100.0;2100.0;2200.0;6200.0;GCP;;Corporation;Shopping;Retail Sales Or Service;Store Or Shop Building;Commercial Property;Wake;3600.0;48;MULT TEN;CARY;27511;ALL;LADD FAMILY PROPERTIES LLC;http://services.wakegov.com/realestate/Account.asp?id=0010938;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=015849-01958;;12851.334228515625;470.4997994260442;"{""type"": ""Polygon"", ""coordinates"": [[[-78.77869109058652, 35.78815144483784], [-78.77869001582482, 35.78785975639477], [-78.77917218022327, 35.787862240165346], [-78.77916902217507, 35.78807284327747], [-78.77902024251597, 35.78809333146312], [-78.77885470912105, 35.788119368375106], [-78.77869109058652, 35.78815144483784]]]}";35.7879858632,-78.7789175393
078419518137;0784518137;0011047;GUPTA, SANJAI K;;3316 BOULDER CT;RALEIGH NC 27607-3111;;5013 WESTERN BLVD;0.37099956;0.37;5013;;;WESTERN;BLVD;;Commercial;C;2;1;5013 WESTERN BLVD;;20360.0;112819.0;0.0;;0.0;;011263;02157;RAL;;RA;;Ra;1010.0;1100.0;1100.0;1110.0;6200.0;OX-3;;Individual Ownership;Household Activities;Private Household;Detached Units;Commercial Property;Wake;1216.0;01;SINGLFAM;RALEIGH;27606;ALL;SANJAI K GUPTA;http://services.wakegov.com/realestate/Account.asp?id=0011047;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=011263-02157;;16160.745239257812;527.8946845689313;"{""type"": ""Polygon"", ""coordinates"": [[[-78.71043813634894, 35.785908882110476], [-78.71076137283367, 35.785916691232494], [-78.71075301690742, 35.78636791749654], [-78.71045121345553, 35.78637595628062], [-78.71042465981193, 35.78637658179889], [-78.71043813634894, 35.785908882110476]]]}";35.7861430942,-78.7105933061
074218304288;0742304288;0010878;C & D INVESTMENT CO INC;;THOMAS DIXON;2950 SANDY FORD RD;NEWTON NC 28658-9201;212 S SALEM ST;0.5619924499999991;0.51;212;;S;SALEM;ST;;Commercial;C;1;0;LO1 S SALEM ST;1;332720.0;177284.0;0.0;;0.0;;001842;00037;APE;;AP;;Wh;1020.0;4510.0;6511.0;4130.0;6200.0;B2-CU;;Corporation;General Medical Care;Clinics;Medical Office Building;Commercial Property;Wake;4238.0;36;MED OFC GROSS;APEX;27502;ALL;C & D INVESTMENT CO INC;http://services.wakegov.com/realestate/Account.asp?id=0010878;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=001842-00037;;24480.425170898438;713.7782949306492;"{""type"": ""Polygon"", ""coordinates"": [[[-78.85301337842685, 35.72895520747037], [-78.85315291247953, 35.7287497036647], [-78.85395459961735, 35.729066086996056], [-78.8537913998069, 35.72930644227826], [-78.85346941930459, 35.729161086860195], [-78.85301337842685, 35.72895520747037]]]}";35.7290237093,-78.8534883627
076502773027;0765773027;0011653;BRIGHT HORIZONS CHILDREN'S CNTR INC;;PO BOX 9177;WATERTOWN MA 02471-9177;;800 WESTON PKWY;1.757557379999999;1.76;800;;;WESTON;PKWY;;Commercial;C;1;0;LO4 RCMB PROP SAS INSTITUTE INC 99-922;4;2135413.0;611794.0;500000.0;1999-06-13T22:00:00-04:00;0.0;;008334;00359;CAR;;CA;;Ca;1020.0;4140.0;6562.0;4200.0;6200.0;OI;;Corporation;Child Day Care Activities;Child Day Care;School Or University Buildings;Commercial Property;Wake;14325.0;16;DAY CARE;CARY;27513;ALL;BRIGHT HORIZONS CHILDREN'S CNTR INC;http://services.wakegov.com/realestate/Account.asp?id=0011653;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=008334-00359;;76559.14709472656;1420.4767441234076;"{""type"": ""Polygon"", ""coordinates"": [[[-78.77360281647668, 35.83044804059651], [-78.77346443252546, 35.83038393233636], [-78.77318957206117, 35.830188744596825], [-78.77317473902343, 35.83017752697478], [-78.7729422732935, 35.83008313045416], [-78.77270950395452, 35.83008155919042], [-78.77243037149157, 35.82996709576617], [-78.77245110291676, 35.82992747049583], [-78.77247102119074, 35.82989282445877], [-78.77248542300555, 35.829870013414244], [-78.77269805409644, 35.82957371804161], [-78.77339081459561, 35.82990427665948], [-78.77390657499245, 35.83015037381568], [-78.77428570596321, 35.830328844985104], [-78.77432388776495, 35.830346696229306], [-78.77412031001978, 35.830655649587115], [-78.77360281647668, 35.83044804059651]]]}";35.8301157242,-78.7733741043
076417106733;0764106733;0011875;BOULDIN BALL INVESTMENTS, LLC;;BALL & MINOR CPA PA;1001 PROCURE ST STE 101;FUQUAY VARINA NC 27526-2697;610 W CHATHAM ST;0.67049327;0.68;610;;W;CHATHAM;ST;;Commercial;C;1;0;LOWEST OF CARY;WEST;296424.0;181281.0;0.0;;560000.0;2004-04-01T21:00:00-05:00;016709;01256;CAR;;CA;;Ca;1020.0;2120.0;2110.0;2280.0;6200.0;GCP;;Corporation;Service-Oriented Shopping;Automobile Sales Or Service Establishment;Automobile Repair And Service Structures;Commercial Property;Wake;3200.0;200;SER GAR PREM;CARY;27511;ALL;LLC BOULDIN BALL INVESTMENTS;http://services.wakegov.com/realestate/Account.asp?id=0011875;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=016709-01256;;29206.69384765625;690.5645106466139;"{""type"": ""Polygon"", ""coordinates"": [[[-78.79188528053265, 35.78494602495449], [-78.79204388327453, 35.7847498631261], [-78.7920658293541, 35.78476264018376], [-78.79260131823692, 35.78507665828239], [-78.7924174211457, 35.785265340729325], [-78.79228300669057, 35.785404568492645], [-78.79179939795738, 35.78509681280873], [-78.79177813627524, 35.78508328875857], [-78.79188528053265, 35.78494602495449]]]}";35.7850777597,-78.7921801122
074218410194;0742410194;0012266;RAILROAD TOWN LLC;;PO BOX 434;SANFORD NC 27331-0434;;117 N SALEM ST;0.07051585;0.07;117;;N;SALEM;ST;;Commercial;C;1;0;TR1A PROP LARRY & ELAINE MATTHEWS 95-694 BM1995 -00694;;149336.0;60828.0;0.0;;55000.0;1995-05-18T22:00:00-04:00;014041;00546;APE;;AP;;Wh;1020.0;2100.0;2100.0;2230.0;6200.0;B2;;Corporation;Shopping;Retail Sales Or Service;Standalone Store Or Shop Building;Commercial Property;Wake;1827.0;47;SNGL TEN;APEX;27502;ALL;RAILROAD TOWN LLC;http://services.wakegov.com/realestate/Account.asp?id=0012266;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=014041-00546;;3071.6619873046875;262.1406553166663;"{""type"": ""Polygon"", ""coordinates"": [[[-78.85126017718571, 35.731345890833516], [-78.85130172462118, 35.73128823299279], [-78.85160933295322, 35.731402953765055], [-78.85154768071935, 35.73149130549992], [-78.85126017718571, 35.731345890833516]]]}";35.7313865989,-78.8514399563
074218402921;0742402921;0012269;CASH, FRED GRAY III & JUDITH T;;738 CASH ST;APEX NC 27502-1302;;103 E CHATHAM ST;0.06998524;0.07;103;;E;CHATHAM;ST;;Commercial;C;1;0;LO1 BOOTH JR BU CASH;1;87222.0;36497.0;0.0;;35000.0;1997-03-31T21:00:00-05:00;007835;00804;APE;;AP;;Wh;1010.0;2100.0;2100.0;2230.0;6200.0;B2;;Individual Ownership;Shopping;Retail Sales Or Service;Standalone Store Or Shop Building;Commercial Property;Wake;2079.0;47;SNGL TEN;APEX;27502;ALL;FRED GRAY III & JUDITH T CASH;http://services.wakegov.com/realestate/Account.asp?id=0012269;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=007835-00804;;3048.576416015625;264.4149386088369;"{""type"": ""Polygon"", ""coordinates"": [[[-78.85099755173526, 35.73068353336903], [-78.85105006630086, 35.730597584550885], [-78.85114328125522, 35.73063542853969], [-78.8510579231816, 35.730784180865626], [-78.85100021497138, 35.730884600952336], [-78.85090782403981, 35.730848188322724], [-78.85100491075126, 35.730686523169105], [-78.85099755173526, 35.73068353336903]]]}";35.7307406713,-78.8510262837
078418219113;0784219113;0012391;CASTLEBURY PROPERTIES LLC;;8905 MOSSY ROCK WAY;APEX NC 27539-6816;;5525 WESTERN BLVD;0.37658122999999905;0.37;5525;;;WESTERN;BLVD;;Commercial;C;1;0;CASTLEBURY PROP;;42062.0;192921.0;0.0;;0.0;;014659;00257;RAL;;RA;;Ra;1020.0;2100.0;2100.0;2230.0;6200.0;CX-3;;Corporation;Shopping;Retail Sales Or Service;Standalone Store Or Shop Building;Commercial Property;Wake;768.0;47;SNGL TEN;RALEIGH;27606;ALL;CASTLEBURY PROPERTIES LLC;http://services.wakegov.com/realestate/Account.asp?id=0012391;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=014659-00257;;16403.868774414062;557.943449637069;"{""type"": ""Polygon"", ""coordinates"": [[[-78.72079302104646, 35.78594696303011], [-78.72056681014494, 35.78615695634714], [-78.72022793046305, 35.78628461585047], [-78.72018030438485, 35.786284677731146], [-78.72015171119631, 35.78589964560745], [-78.72079302104646, 35.78594696303011]]]}";35.7860624687,-78.7203978146
078713123647;0787123647;0012193;MIDAS PROPERTIES OF NC LLC;;8500 PINEVILLE MATTHEWS RD STE D;CHARLOTTE NC 28226-4714;;7912 GLENWOOD AVE;1.061664659999999;1.05;7912;;;GLENWOOD;AVE;;Commercial;C;1;0;TR3 RCMB TR 3 & TR 2 FLYTHE PROPERTY BM2007 -01509;;103509.0;456081.0;0.0;;540000.0;2007-08-30T22:00:00-04:00;012732;00198;RAL;;RA;;LE;1020.0;3120.0;3600.0;2732.0;6200.0;NX-3;;Corporation;Primarily Goods Storage Or Handling Activities;Warehouse And Storage Services;Prefabricated Warehouse;Commercial Property;Wake;5000.0;82;PREFAB;RALEIGH;27612;ALL;MIDAS PROPERTIES OF NC LLC;http://services.wakegov.com/realestate/Account.asp?id=0012193;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=012732-00198;;46246.05725097656;1013.4906122543401;"{""type"": ""Polygon"", ""coordinates"": [[[-78.72521592286297, 35.87328631911464], [-78.72516045206201, 35.87213672090171], [-78.72589293358601, 35.872640858037094], [-78.72551025965849, 35.87307004894676], [-78.72521592286297, 35.87328631911464]]]}";35.8727037691,-78.7254290258
075109054189;0751054189;0012283;PURYEAR PROPERTIES LLC;;5844 LEASE LN;RALEIGH NC 27617-4708;;1100 BURMA DR;7.444363919999999;7.44;1100;;;BURMA;DR;;Commercial;C;2;0;FUTURE DVLPMNT PINNACLE PK P1V BM2002 -01455;;2955417.0;972258.0;972500.0;2014-06-24T22:00:00-04:00;0.0;;015699;01814;APE;;AP;;Wh;1020.0;2300.0;2421.0;2100.0;6200.0;LI-CU;;Corporation;Office Activities;Office And Administrative Services;Office Or Bank Building;Commercial Property;Wake;26340.0;34;OFC GROSS;APEX;27539;WSE;PURYEAR PROPERTIES LLC;http://services.wakegov.com/realestate/Account.asp?id=0012283;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=015699-01814;;324281.28845214844;2269.8472269425793;"{""type"": ""Polygon"", ""coordinates"": [[[-78.82887851766569, 35.71517131440258], [-78.82890946880612, 35.71391717966603], [-78.82891102453046, 35.713905354155365], [-78.82891505953843, 35.71389392422267], [-78.82892145042227, 35.713883234015306], [-78.82893000751251, 35.71387360325048], [-78.8289404726832, 35.713865320001496], [-78.82896559770589, 35.7138454396715], [-78.82898613846561, 35.71382232060458], [-78.82900148120116, 35.71379665869509], [-78.82901116341641, 35.713769222158646], [-78.82901489601805, 35.71374083533859], [-78.83102767492238, 35.71377391477175], [-78.83096891415974, 35.71520559448361], [-78.82887851766569, 35.71517131440258]]]}";35.714473499,-78.8299507147
078409153883;0784153883;0269034;BACKYARD BISTRO PROPERTIES, LLC;;1235 HURRICANE ALLEY WAY;RALEIGH NC 27607-3627;;1235 HURRICANE ALLEY WAY;2.338329509999999;2.339999999999999;1235;;;HURRICANE ALLEY;WAY;;Commercial;C;1;0;TR1 TRINITY ROAD CENTER BM2000 -1546;;1059307.0;899297.0;725000.0;2003-02-13T20:00:00-05:00;1750000.0;2014-06-04T22:00:00-04:00;015681;00338;RAL;;RA;;Me;1020.0;2200.0;2510.0;2220.0;6200.0;IX-3;;Corporation;Restaurant-Type;Full-Service Restaurant;Restaurant Building;Commercial Property;Wake;8169.0;39;RESTAURA;RALEIGH;27607;ALL;LLC BACKYARD BISTRO PROPERTIES;http://services.wakegov.com/realestate/Account.asp?id=0269034;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=015681-00338;;101857.63232421875;1328.6249409179125;"{""type"": ""Polygon"", ""coordinates"": [[[-78.72496151281953, 35.799275123753226], [-78.72489069871547, 35.79905250201396], [-78.72489040852413, 35.79904088667254], [-78.7248909003107, 35.79902739019425], [-78.72490025028856, 35.79889276981138], [-78.72490410149854, 35.79880043336176], [-78.72490723589308, 35.79857665354749], [-78.72625061750605, 35.798630069334436], [-78.72626668977873, 35.79867097587219], [-78.7262601734136, 35.79876373631807], [-78.72610658293193, 35.798901230637576], [-78.72609080338336, 35.79891535253916], [-78.72612376196373, 35.799066169670624], [-78.72609280761415, 35.79922617382271], [-78.72611460576304, 35.79939245450312], [-78.72609776606976, 35.79946998788965], [-78.72580166617558, 35.79941055090122], [-78.72550094832245, 35.79935609351554], [-78.72524205057061, 35.79931523448742], [-78.72496151281953, 35.799275123753226]]]}";35.7989737362,-78.7255497326
074214437468;0742437468;0269415;SULLIVAN, RICHARD A & MELISSA E P;;106 CHAPARRAL CT;CARY NC 27513-4744;;132 SALEM TOWNE CT;0.023414609999999003;0.02;132;;;SALEM TOWNE;CT;;Commercial;C;1;0;LO12 COURTYARDS @ SALEM OAKS BM1999 -02151;12;127734.0;20000.0;0.0;;140500.0;2000-06-14T22:00:00-04:00;008610;00211;APE;;AP;;Wh;1010.0;2300.0;2421.0;2100.0;6200.0;O&I-C;;Individual Ownership;Office Activities;Office And Administrative Services;Office Or Bank Building;Commercial Property;Wake;1225.0;34;OFC GROSS;APEX;27502;ALL;RICHARD A & MELISSA E P SULLIVAN;http://services.wakegov.com/realestate/Account.asp?id=0269415;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=008610-00211;;1019.9442138671875;141.95642124746013;"{""type"": ""Polygon"", ""coordinates"": [[[-78.84912079518833, 35.737858337717704], [-78.84913157081643, 35.73772676016867], [-78.84913242416974, 35.737718526428914], [-78.84919957160835, 35.737722205122935], [-78.84918794053132, 35.73786201641521], [-78.84912079518833, 35.737858337717704]]]}";35.7377902431,-78.8491601431
076501256184;0765256184;0269668;INDEPENDENT INSURANCE AGNTS NC CORP;NC ASSOC OF INSURANCE AGENTS INC;PO BOX 1165;CARY NC 27512-1165;;101 WESTON OAKS CT;2.22945339;2.23;101;;;WESTON OAKS;CT;;Commercial;C;1;0;LO1 WESTON OAKS COURT SUB BM2000 -00827;1;2116099.0;387584.0;416500.0;2000-06-29T22:00:00-04:00;0.0;;008622;02599;CAR;;CA;;Ca;1020.0;2300.0;2421.0;2100.0;6200.0;OIP;;Corporation;Office Activities;Office And Administrative Services;Office Or Bank Building;Commercial Property;Wake;17361.0;34;OFC GROSS;CARY;27513;ALL;INDEPENDENT INSURANCE AGNTS NC CORP NC ASSOC OF INSURANCE AGENTS INC;http://services.wakegov.com/realestate/Account.asp?id=0269668;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=008622-02599;;97114.93579101562;1318.6430405793408;"{""type"": ""Polygon"", ""coordinates"": [[[-78.78859285124251, 35.825070080100275], [-78.78828925306506, 35.8250690817808], [-78.78808753860892, 35.82506842030897], [-78.78810820343124, 35.82428310649164], [-78.78811219728155, 35.82413164091553], [-78.78812044736667, 35.824132711618084], [-78.78812537931451, 35.824133420526216], [-78.78813031456377, 35.8241341366506], [-78.78813541581488, 35.82413485576725], [-78.78814034845168, 35.824135724211814], [-78.78814527701601, 35.82413645744925], [-78.78815020648867, 35.824137266399944], [-78.7881551318794, 35.82413794374889], [-78.78816022604427, 35.82413883320403], [-78.78816514974983, 35.82413973137597], [-78.78817007141448, 35.82414056374698], [-78.78817499231015, 35.82414126722593], [-78.78817991061229, 35.82414211581466], [-78.78818666183598, 35.8241433200093], [-78.78819324258153, 35.824144540131286], [-78.78819815750721, 35.82414541034538], [-78.78820306798957, 35.82414628686091], [-78.78820797663573, 35.82414744188475], [-78.78821288044256, 35.82414833190825], [-78.7882177875602, 35.824149225542676], [-78.78822269134362, 35.82415012457909], [-78.78822776332822, 35.824151032019486], [-78.78823266414058, 35.824152220378004], [-78.78823756123205, 35.82415313923151], [-78.78824245812531, 35.82415413379638], [-78.78825225512615, 35.82415616349112], [-78.78825715855392, 35.824157198626665], [-78.78826206899987, 35.824158089561095], [-78.7882669761517, 35.8241589705749], [-78.78827188961121, 35.82415997868735], [-78.78827846610955, 35.824161131197386], [-78.78828513561554, 35.82416226764466], [-78.78829172530055, 35.824163456230245], [-78.7882966493608, 35.82416422009901], [-78.78830157215859, 35.82416504345331], [-78.78830649940933, 35.82416585690051], [-78.78831159839866, 35.82416659583515], [-78.7883165299349, 35.82416746336935], [-78.78832146296031, 35.82416818489006], [-78.78832639490271, 35.82416889739535], [-78.78833150173622, 35.82416959938818], [-78.78833644036395, 35.82417029477936], [-78.78834138029904, 35.82417091355938], [-78.78834649143705, 35.82417166242832], [-78.78835143455326, 35.82417233439209], [-78.78835805633975, 35.82417309850217], [-78.78836476779952, 35.82417385195164], [-78.78837139501844, 35.82417465482779], [-78.78837810766304, 35.82417537853461], [-78.78838482442323, 35.824176221224086], [-78.78838977802904, 35.82417669130601], [-78.78839490431491, 35.82417714997018], [-78.78839986239963, 35.82417760023015], [-78.78840490460506, 35.824178047030614], [-78.7884099501614, 35.824178482119365], [-78.7884149094191, 35.8241789071435], [-78.78842004134269, 35.82417932615775], [-78.78842500581801, 35.82417987196905], [-78.78843013778649, 35.82418027385761], [-78.7884351019218, 35.824180526734914], [-78.78844183836769, 35.82418103686369], [-78.78844857189209, 35.824181394661956], [-78.78845370728236, 35.82418175779816], [-78.78845867926634, 35.8241819719308], [-78.78846364869256, 35.824182317653325], [-78.78846878783709, 35.82418251495031], [-78.7884737620959, 35.82418270565159], [-78.78847889999697, 35.82418295522324], [-78.78848387301468, 35.82418319729797], [-78.7884890146463, 35.824183290043834], [-78.7884956750352, 35.824183682864465], [-78.78850250202493, 35.82418384973943], [-78.78850747975734, 35.82418398185876], [-78.78851261926988, 35.824184038546676], [-78.78851759721685, 35.82418408864474], [-78.78852274084514, 35.8241842643152], [-78.78852771220134, 35.82418429547346], [-78.78853285844858, 35.82418431611891], [-78.78853783427641, 35.82418433015913], [-78.78854297835504, 35.8241843336751], [-78.78854963757276, 35.82418432810185], [-78.78855647298388, 35.8241842372073], [-78.78856144909463, 35.82418414308719], [-78.78856658995205, 35.82418410874053], [-78.78857156703751, 35.824184065096354], [-78.78857671051374, 35.824183875724664], [-78.78858168321236, 35.82418381674975], [-78.78858682930743, 35.824183472353056], [-78.78859180205549, 35.82418339444985], [-78.78859685929658, 35.824183170677166], [-78.78860360330175, 35.82418290656558], [-78.78861034513353, 35.82418262712725], [-78.78861540024121, 35.82418237270476], [-78.7886205393045, 35.82418217791561], [-78.78862680659323, 35.82418180481616], [-78.78873937923426, 35.82417531839787], [-78.78874435215832, 35.82417517288883], [-78.78874949738069, 35.824175161976726], [-78.78875624492144, 35.824175238566504], [-78.7887629816727, 35.82417563240623], [-78.788768113247, 35.82417618570378], [-78.78877306571538, 35.82417666838681], [-78.78877800882601, 35.82417734393856], [-78.78878293644735, 35.82417801766059], [-78.7887880185112, 35.82417888273251], [-78.78879291393169, 35.82418002058455], [-78.7887977881903, 35.8241812097757], [-78.78880246877902, 35.82418239592703], [-78.78880730159459, 35.82418377432579], [-78.78881201454013, 35.82418528411121], [-78.78881814693574, 35.82418740385368], [-78.78882279481815, 35.82418924792027], [-78.7888272381658, 35.82419101141373], [-78.78883181789323, 35.82419310232701], [-78.7888361853318, 35.824195115357696], [-78.78884172778766, 35.82419810296144], [-78.78884727867158, 35.8242012537207], [-78.78885141379055, 35.82420365482263], [-78.78885524295413, 35.824206246476976], [-78.78886050498862, 35.82420981855885], [-78.78886533832245, 35.8242135422231], [-78.7888702485651, 35.824217481438815], [-78.78887471812847, 35.82422149740559], [-78.78887805207405, 35.82422470831818], [-78.7888812390653, 35.82422782704016], [-78.78888528485737, 35.824232226240184], [-78.78889010666386, 35.8242369746984], [-78.78889360161678, 35.82424252574824], [-78.78889628099445, 35.82424634843264], [-78.78891156385336, 35.82428450035838], [-78.78893798998517, 35.82434613686395], [-78.78895849912642, 35.824390978507125], [-78.78897996860152, 35.82443552436907], [-78.7890023885101, 35.82447975189869], [-78.78902575664002, 35.824523661091696], [-78.78905005424163, 35.82456722757915], [-78.78907528354365, 35.82461044595638], [-78.7891014401791, 35.8246532936819], [-78.78912850755987, 35.82469576621987], [-78.78915648130236, 35.82473784733801], [-78.78918535258899, 35.82477952350054], [-78.78921511480613, 35.82482078478079], [-78.78927321174442, 35.82489689637791], [-78.7893054741645, 35.82493688927545], [-78.78933858780498, 35.824976417646326], [-78.78941864746095, 35.82507026928745], [-78.78941041104439, 35.82507028119677], [-78.78920450629668, 35.82507052738343], [-78.7889599702558, 35.82507050534756], [-78.78870577353881, 35.82507044895026], [-78.78859285124251, 35.825070080100275]]]}";35.8246640395,-78.788611277
074214436663;0742436663;0269424;KAYBRI LLC;;114 SALEM TOWNE CT;APEX NC 27502-2311;;114 SALEM TOWNE CT;0.017461819999999;0.02;114;;;SALEM TOWNE;CT;;Commercial;C;1;0;LO21 COURTYARDS @ SALEM OAKS BM1999 -2151;21;109893.0;20000.0;35714.0;2000-03-05T20:00:00-05:00;129500.0;2005-05-08T22:00:00-04:00;012828;01951;APE;;AP;;Wh;1020.0;2300.0;2421.0;2100.0;6200.0;O&I-C;;Corporation;Office Activities;Office And Administrative Services;Office Or Bank Building;Commercial Property;Wake;1031.0;34;OFC GROSS;APEX;27502;ALL;KAYBRI LLC;http://services.wakegov.com/realestate/Account.asp?id=0269424;http://services.wakegov.com/booksweb/GenExtSearch.aspx?BookPage=012828-01951;;760.6363525390625;118.05865902128559;"{""type"": ""Polygon"", ""coordinates"": [[[-78.84938946671224, 35.73819356588304], [-78.84952231243903, 35.73817447985537], [-78.84953358640784, 35.73822587563279], [-78.84940077488486, 35.738244954503976], [-78.84938946671224, 35.73819356588304]]]}";35.7382097178,-78.8494615353
